"DOI";"Title";"Abstract";"Date";"Link";"CitationCount";"Label"
"10.1016/j.jclepro.2023.139045";"Techno-economic analysis of lithium-ion battery price reduction considering carbon footprint based on life cycle assessment ";" Lithium-ion batteries (LIBs) play a crucial role in driving energy transitions, particularly in electric vehicles (EVs) and energy storage systems. Forecasting LIB prices has received significant attention due to the tightening of raw material markets. Additionally, the implementation of carbon pricing policies has highlighted the need to incorporate the carbon footprint of LIBs in price evaluation. This study presents a comprehensive analysis of the carbon footprint, pricing trajectories, and forthcoming carbon pricing ramifications associated with LIBs. Firstly, the findings derived from the life-cycle carbon footprint assessment indicate that the global production volume-weighted average carbon footprint of EV battery packs spans 49.2–81.1 kgCO2eq/kWh, depending on the chosen end-of-life treatment. Strategic end-of-life selections, aligned with battery chemical composition, can diminish the carbon footprint by up to 46% relative to improper disposal methods. Notably, direct cathode recycling of NCA and NMC622 batteries exhibits superior environmental performance. Secondly, techno-economic analysis predicts that the mean price of EV battery packs with diverse chemical compositions will decline to $75.1/kWh by 2030, factoring in the compound annual growth rate of critical raw material prices over the past decade. LFP batteries emerge as the top economic performers. Lastly, the results reveal that monetizing a battery's carbon footprint may offset battery price reductions through learning effects. This underscores the imperative of effective recycling for curtailing the carbon footprint and ensuring the enduring economic and environmental competitiveness of LIBs. ";"2023-11-01";"https://www.sciencedirect.com/science/article/pii/S0959652623032031";"32";"Batteries"
"10.1016/j.jclepro.2023.138920";"Techno-economic comparison on charging modes of battery heavy-duty vehicles in short-haul delivery: A case study of China";"It is critical to arrange appropriate charging infrastructure in advance to decarbonise heavy freight through electrification. Based on the same service level, this study conducted a techno-economic comparison of charging modes for battery heavy-duty vehicles in short-haul delivery, covering the broadest range of charging modes, including slow, fast (150 kW), fast (350 kW), swap, and overhead catenary. The techno-economic performance is obtained by a model composed of five evaluation indicators, in which the ratio of service capacity to cost and the average financial net present value are specific. The factors influencing the techno-economic performance of charging modes are further explored based on case analysis. Results show that the charging modes of slow, fast (150 kW), fast (350 kW), swap, and overhead catenary are not profitable under the corresponding facility utilisation rates of 40%, 20%, 20%, 30%, and 70%, or under operating years of 5, 3, 2, 4, and 12 years. Fast charging, at both 150 and 350 kW, has a better advantage in profitability based on the highest average financial net present value. Swap charging is best regarding energy supplement efficiency, but it is not profitable when the battery swapping price is less than 0.8 CNY/kWh. Overhead catenary charging is the most effective system per unit cost due to the highest ratio of service capacity to cost. The insights, the precise prediction of the charging demand, the focus on the charging price, and the comprehensive improvement in the facility utilisation rate are crucial for the success of charging service providers.";"2023-11-01";"https://www.sciencedirect.com/science/article/pii/S0959652623030780";"2";"Batteries"
"10.1016/j.jclepro.2023.138766";"Do recycling channels affect young consumers' choices for formal power battery recycling? ";" Consumers are the starting point for power battery recycling, but it is still unclear what influences their choice of formal recycling channels. Through a structural equation model, this study explored the effects of recycling channels (online and offline), policy incentives, and environmental awareness on young consumers' intention and behavior towards formal power battery recycling (PBR). Our findings reveal the following: (1) There is a significant difference in the distribution of latent variable scores, with an average score ranging between 2.85 and 4.87, with the score for perceived convenience being the lowest. (2) Both online and offline recycling channels improve young consumers' perceived convenience, with a greater effect from offline recycling channels. Perceived convenience mediates the relationship between offline recycling and formal recycling intention. Policy incentives and environmental awareness also significantly increase consumers' intention to formal PBR. (3) Multivariate analysis of gender, age, and income shows that offline recycling channels have a significant positive effect on the perceived convenience of male consumers in choosing formal PBR. In contrast, online recycling channels have a significant positive effect on the perceived convenience of female consumers. Offline recycling channels have a significant positive effect on the perceived convenience of consumers below the age of 30. Online recycling channels significantly affect the perceived convenience of low-income consumers (≤200,000 yuan), while the effect on high-income groups is insignificant. The results of this study can better clarify the mechanism of consumers' choices of formal PBR, providing a basis for the government and enterprises to develop policy measures. ";"2023-11-01";"https://www.sciencedirect.com/science/article/pii/S0959652623029244";"15";"Batteries"
"10.1016/j.jclepro.2023.138847";"Charging patterns analysis and multiscale infrastructure deployment: based on the real trajectories and battery data of the plug-in electric vehicles in Shanghai ";" The rapid development of transportation electrification aims to achieve a fuel-free and zero-carbon emission world. Electric vehicles (EVs) are booming worldwide, especially in China. Even if EVs' cost decreases and performances make significant progress, the convenience and deployment problem of charging infrastructure is still the key restriction for large-scale adoption. Therefore, this study proposes a real-EV-data-based model with the aim of optimal charging infrastructure deployment oriented to charging convenience and charging demand. Traveling and charging behaviors based on the real EV data from Shanghai, where the EV penetration rate is highest in China, are revealed for the first time to reflect the interactions between drivers and infrastructures. Especially, the charging behaviors in Shanghai are beneficial for the battery life of EVs. The deployment and related optimization models are then established to meet the charging demand and promote quantified convenience. Moreover, infrastructure deployment considering both the charging type and the scale can be programmed. The proposed capacity-removal heuristic algorithm have advantages in robustness for deployment solving. The deployment results promote the charging convenience by 119.4%, and the expectation of the average distance to the nearest charger is decreased by 32.0%. For the slow charger, fast charger and mixed charger deployment schemes, the charging experience of drivers can all be improved by over 10% and the return analysis based on the investment cost and charging service fee shows a good rate of return with 8.38% and 18.5%. Besides, scenario analysis shows that charging station deployment with higher-power and larger-capacity chargers is the future trend. ";"2023-11-01";"https://www.sciencedirect.com/science/article/pii/S0959652623030056";"5";"Batteries"
"10.1016/j.jclepro.2023.138678";"Aging behavior and mechanisms of lithium-ion battery under multi-aging path ";" Local lithium plating significantly affects battery safety and cycle life. This study investigated the aging of lithium-ion batteries (LIBs) cycled at low temperatures after high-temperature and local lithium plating evolution. Nondestructive and destructive methods were employed to study battery degradation and electrode changes. The results indicate that the surface changes of the negative electrode in parts 1 and 2 are due to solid electrolyte interphase growth and lithium plating, respectively. Battery aging at 50 °C for 18,650-type LIB is inhomogeneous. Local lithium plating is consumed during cycling. The aging of the battery cycled at −10 °C after 50 °C is slower compared to those cycled at constant high and low temperatures. Lithium plating occurs when plated lithium already exists. Battery aging for 18,650-type batteries is path dependent because the electrode changes for batteries cycled at low temperatures after high temperatures are similar to those for batteries cycled at high temperatures. The battery aging in this study was mainly caused by lithium plating in part 2 of the negative electrode. The aging of the 18,650-type battery is governed by Cannikin's law. A high charging rate accelerates the battery aging at low temperatures. The aging rate of the battery charging at 0.6 C is higher than that of the battery charging at 0.8 C after dozens of cycles. The influence of charging rate on battery aging changed with cycling. ";"2023-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652623028366";"37";"Batteries"
"10.1016/j.jclepro.2023.138795";"Shared autonomous electric vehicle system design and optimization under dynamic battery degradation considering varying load conditions ";" Shared autonomous electric vehicles (SAEVs) that combine electric vehicles (EVs) with autonomous driving technologies and car-sharing services are expected to become a significant component of future transportation systems. However, the issue of battery degradation, which directly affects performance and efficiency, may limit their widespread adoption. To address this issue, this study proposes a comprehensive framework for SAEV system design and optimization in accordance with the dynamic nature of battery degradation under varying load conditions. The framework incorporates a semi-empirical method, which is a predictive approach capable of estimating capacity changes based on factors such as temperature, C-rate, cycle number, and depth of discharge (DOD) for each cycle. The analysis confirmed that battery degradation significantly affected the actual simulation and system design outcomes, which further highlights the significance of dynamic input conditions. Notably, the DOD limit and charging power were identified as the key design variables, warranting separate scenario analyses because of their critical impact on battery degradation. When battery degradation was considered and both the DOD and charging power were used as design variables, the total cost was reduced by 51.3% ($776,708) compared to the case where battery degradation was not considered. Furthermore, the necessary adaptations in the SAEV design and operation under different scenarios were determined. For this, additional parametric studies were conducted by altering various operating conditions, such as the waiting time constraints, fleet cost, and battery degradation rate. The accurate prediction of battery degradation using the current model provides valuable insights and guidance for SAEV design and operation, thereby ensuring longevity and optimized performance. ";"2023-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652623029530";"3";"Batteries"
"10.1016/j.jclepro.2023.138663";"Online energy management optimization of hybrid energy storage microgrid with reversible solid oxide cell: A model-based study ";" Microgrids (MGs) that contain a reversible solid oxide cell (rSOC) system and battery energy storage system (BESS) are gaining prominence in terminal load supply and renewable energy consumption. However, the economy and durability are highly dependent on the reliability of its energy management system (EMS). Herein, a model-based online optimal control strategy is proposed to obtain optimal schedule decisions for EMS. Firstly, the aging of BESS and the efficiency of the rSOC system are considered simultaneously, and are modeled in detail. Subsequently, the optimal energy management (OEM) is formulated as a multi-objective optimization problem based on the constructed model. On this basis, to improve the efficiency and accuracy of the optimization search, a novel multi-objective evolutionary algorithm is proposed and verified, which hybridizes the non-dominated sorting genetic algorithm-II and tabu search, and incorporates improved crossover and mutation operations. Afterwards, data from a commercial user in Ningxia, China was used for the case study. The results show that the proposed control strategy can effectively slow down the aging of BESS and improve the efficiency of the rSOC system compared to the rule-based control strategy. Furthermore, compare with the rule-based control and economic dispatching strategy, the MG obtained a higher self-sufficiency rate (93.28%) and a shorter payback period (14.57 years) under the proposed OEM strategy. ";"2023-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652623028214";"14";"Batteries"
"10.1016/j.jclepro.2023.138753";"Optimal sizing and techno-enviro-economic evaluation of a hybrid photovoltaic/wind/diesel system with battery and fuel cell storage devices under different climatic conditions in Cameroon ";" Due to advancements in renewable energy technology and their ability to mitigate the issue of global warming, solar and wind energy sources are becoming increasingly popular for power generation. However, the intermittent nature of these sources means that their availability does not always correlate with load fluctuations. Hence, to solve the unpredictability concerns associated with solar and wind energy sources, they may be integrated with storage technologies and conventional energy sources (diesel generators) in a hybrid energy system (HES) to continuously supply the load demand. This paper performs a techno-economic and environmental assessment of hybrid systems integrating photovoltaic (PV), wind turbine generator (WT), and diesel generator (DSL), considering fuel cell (FC) and battery (BAT) storage devices, to supply three non-domestic loads at different locations in Cameroon, namely, Fotokol, Idabato, Kousseri, and Figuil. The Cuckoo Search Algorithm (CSA) is introduced to optimally size the various components of the proposed systems in order to fulfill the load demands in the most cost-effective manner with excellent reliability. The results show that in the short term period, hybrid systems incorporating battery storage devices are more cost effective than fuel cell storage systems. Indeed, the most optimal system found was PV/WT/BAT/DSL at the city of Idabato, with a COE of 0.151$/kWh, 0.180$/kWh, and 0.220$/kWh for high, medium, and low consumers, with corresponding break-even distances of 0 km, 0.14 km, and 0.44 km, respectively. Traditionally, using diesel generator systems for power generation costs 0.469$/kWh, 0.618$/kWh, and 0.766$/kWh, with CO2 emissions of 13694.3 kg/year, 10351.4 kg/year, and 8978.1 kg/year for high, medium, and low consumers, respectively. However, using the PV/WT/BAT/DSL configuration at Idabato in comparison to the conventional diesel generator reduces CO2 emissions in this locality by 94.32%, 95.22%, and 93.79% for high, medium, and low consumers, respectively. On the other hand, the PV/WT/FC/DSL hybrid system at Idabato presents COE of 1.018$/kWh, 1.655$/kWh, and 2.289$/kWh, with saving CO2 emissions of 91.27%, 91.76%, and 94.63% for high, medium, and low consumers, respectively. ";"2023-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652623029116";"38";"Batteries"
"10.1016/j.jclepro.2023.138674";"Comprehensive assessment of carbon emissions and environmental impacts of sodium-ion batteries and lithium-ion batteries at the manufacturing stage ";" Under the background of carbon neutrality, automobile electrification has become an international consensus, and zero carbon throughout the life cycle of the automobile industry chain is an urgent task. Sodium-ion batteries (SIBs), a valuable supplement to lithium-ion batteries (LIBs), have attracted global attention due to their low price and rich raw materials. However, few studies have compared and evaluated the environmental indicators of SIBs and LIBs. Here, the carbon emissions and various environmental indicators of five LIBs and six SIBs at the manufacturing stage are calculated and compared utilizing the life-cycle assessment method in various scenarios. Our findings indicate that: (1) The most environmental indicators of SIBs are generally lower than those of LIBs, and the carbon emissions of the two types of battery demonstrate different distributions. (2) The carbon emission from the production of cathode material for LIBs accounts for the highest proportion of total carbon emission during battery production (over 50%), and that for SIBs exhibit diversity. (3) Carbon emissions are intensely associated with the electricity mix. The cleaner the electricity mix, the lower the carbon emissions of the battery production, and the more significant the gap between SIBs and LIBs. (4) As the proportion of renewable energy generation in China's future electricity mix continuously escalates, a progressive decline appears in carbon emissions, and the advantages of SIBs in carbon emissions have a prominent growth during battery production. This study provides a valuable reference for reducing the environmental impacts during the manufacturing stage of SIBs and LIBs in different material systems. ";"2023-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652623028329";"25";"Batteries"
"10.1016/j.jclepro.2023.138583";"Active equalization for lithium-ion battery pack via data-driven residual charging capacity estimation ";" Considering the limitations in existing voltage-based and state-of-charge (SOC)-based active equalization strategies, including the difficulty in threshold value determination for equalization system on/off controlling, repeated estimation for equalization variable and the corresponding tremendous complexity, this paper designs a novel residual capacity-based active equalization strategy via data-driven residual charging capacity (RCC) estimation to fully charge all in-pack cells during constant current (CC) charging stage. Firstly, taking charge accumulation corresponding to specific voltage window as input, we build a data-driven RCC estimation model to online monitor each cell's RCC at specific voltage. Afterwards, considering the initial cell inconsistences, each cell's current RCC before equalization is further computed based on the estimated RCC and the subsequently measured charge accumulation. Finally, a parallel global search algorithm named particle swarm optimization is adopted to search the optimal combination of in-pack cells' equalization current considering equalization time and energy loss simultaneously. The verification results based on the Oxford battery degradation dataset demonstrate that the established data-driven model can realize accurate RCC estimation and all in-pack cells' totally charged capacity can roughly approach their maximum capacity at the end of CC charging stage using the proposed equalization strategy. Meanwhile, the maximum cell voltage difference and maximum cell SOC difference can be limited below 0.01V and 0.02, respectively. Moreover, by extending the charging time by only about 4min, the developed equalization strategy can further increase battery pack capacity by about 10%. ";"2023-10-10";"https://www.sciencedirect.com/science/article/pii/S0959652623027415";"7";"Batteries"
"10.1016/j.jclepro.2023.138511";"Recovery of LiNi0.5Mn0.3Co0.2O2 cathode material from spent lithium-ion batteries with oxygen evolution reduction in ammonium sulfate low-temperature molten salt ";" The advancement and extensive application of lithium-ion batteries (LIBs) as an energy storage device has led to an increase in the number of spent LIBs, and recycling spent LIBs is an urgent need to address their resource and environmental sustainability issues. Herein, an efficient and comprehensive recycling method for spent LiNi0.5Mn0.3Co0.2O2 cathode material (NMC 532), one of the most important materials for electric vehicles and grid storage applications, is developed based on ammonium sulfate low-temperature molten salt (LTMS) reduction with oxygen evolution, and the feasibility of the strategy is systematically investigated. The results demonstrate that (NH4)2SO4 LTMS can effectively realize the sulfate conversion of spent NMC 532, in which the sulfate conversion rates of Li, Ni, Mn, and Co all reach more than 90%. Through mechanism analysis, it is found that the induced superoxide ion (O2 ·-) and H+ are the keys to the reduction of transition metal oxides in LTMS. Meanwhile, O2 ·-, as a single electron reducing agent in the intermediate state, can be used to explain the reduction behavior of transition metal oxides in other ammonium salts, mineral acids, and H-containing salts in molten. Based on (NH4)2SO4 LTMS reduction, water leaching, thermodynamic analysis of coprecipitation, and a series of precipitation and separation experiments, this study provides an effective strategy for recycling spent cathode materials, which can realize the combination of spent material recycling and electrode material regeneration. ";"2023-10-10";"https://www.sciencedirect.com/science/article/pii/S0959652623026690";"10";"Batteries"
"10.1016/j.jclepro.2023.138532";"Optimal sizing of supercapacitors for cost-effective hybridization of battery-alone energy storage systems ";" Battery-supercapacitor (SC) hybrid energy storage systems (HESS) are today known as an effective means to extend the service life of batteries that are prone to early failures, mainly caused by current-related stress. While this holds true in most cases, the overall economic costs and benefits of this architecture are either overlooked or incomplete in previous research works. This paper introduces a life cycle cost optimization model for cost-effective upgrade of battery-alone energy storage systems (BESS) into battery-SC HESS. The case study in this paper shows that the presence of SC can result in up to 1.95% reduction in LCC over the remaining five years of the plant’s lifespan. As side benefits, 5.2% decrease in energy consumption and CO2 equivalent emissions associated to the manufacturing and operation of the HESS components. The proposed model can therefore inform about the relevance of a BESS retrofit in both brownfield and greenfield projects. ";"2023-10-10";"https://www.sciencedirect.com/science/article/pii/S0959652623026902";"4";"Batteries"
