"DOI";"Title";"Abstract";"Date";"Link";"CitationCount";"Label"
"10.1016/j.jclepro.2024.143900";"Lithium-ion battery future degradation trajectory early description amid data-driven end-of-life point and knee point co-prediction ";" This study develops a novel lithium-ion battery future degradation trajectory early description method amid data-driven end-of-life (EOL) point and knee point (KP) co-prediction. Inspired by the concept of KP, the proposed method firstly employs two-stage curve fitting to offline locate KP with minimization total absolute error between the original trajectory and fitted secants as object. Secondly, from partial multi-step fast-charging curves lying in high state-of-charge (SOC) level with only approximately 0.09 SOC interval, our method mines three new aging-dependent features for EOL and knee cycle co-prediction via two optimized Gaussian process regression models. Afterwards, considering the highly linear characteristics of slow degradation stage, knee capacity is further calculated by the linear function fitted via early capacity degradation sequence. Finally, with early capacity degradation sequence, predicted KP and predicted EOL point, the developed method adopts piece-wise cubic Hermite interpolating polynomial to directly generate future degradation trajectory. The verification results using a 140-cell aging dataset demonstrate that the proposed method is powerful for future degradation trajectory early prediction with high accuracy and extremely low real-time computational cost, where most root-mean-square-error and mean-absolute-percentage-error of trajectory prediction results are below 0.03 Ah and 3%, respectively. Our work, for the first time, reveals the possibility of feature extraction from partial multi-step fast-charging curves, and also provides a low-complexity universal framework for accurate future degradation trajectory early prediction. ";"2024-10-20";"https://www.sciencedirect.com/science/article/pii/S0959652624033493";"2";"Batteries"
"10.1016/j.jclepro.2024.143900";"Lithium-ion battery future degradation trajectory early description amid data-driven end-of-life point and knee point co-prediction ";" This study develops a novel lithium-ion battery future degradation trajectory early description method amid data-driven end-of-life (EOL) point and knee point (KP) co-prediction. Inspired by the concept of KP, the proposed method firstly employs two-stage curve fitting to offline locate KP with minimization total absolute error between the original trajectory and fitted secants as object. Secondly, from partial multi-step fast-charging curves lying in high state-of-charge (SOC) level with only approximately 0.09 SOC interval, our method mines three new aging-dependent features for EOL and knee cycle co-prediction via two optimized Gaussian process regression models. Afterwards, considering the highly linear characteristics of slow degradation stage, knee capacity is further calculated by the linear function fitted via early capacity degradation sequence. Finally, with early capacity degradation sequence, predicted KP and predicted EOL point, the developed method adopts piece-wise cubic Hermite interpolating polynomial to directly generate future degradation trajectory. The verification results using a 140-cell aging dataset demonstrate that the proposed method is powerful for future degradation trajectory early prediction with high accuracy and extremely low real-time computational cost, where most root-mean-square-error and mean-absolute-percentage-error of trajectory prediction results are below 0.03 Ah and 3%, respectively. Our work, for the first time, reveals the possibility of feature extraction from partial multi-step fast-charging curves, and also provides a low-complexity universal framework for accurate future degradation trajectory early prediction. ";"2024-10-20";"https://www.sciencedirect.com/science/article/pii/S0959652624033493";"2";"Batteries"
"10.1016/j.jclepro.2024.143756";"A novel process for recovering LNCM battery cathode material using cryolite-based electrolyte through selective dissolution - Acid leaching - Coprecipitation ";" Around the world the number of scrapped lithium-ion batteries (LIBs), which are rich in valuable elements worthy of recycling, is increasing. In this study, a method using cryolite-based electrolyte to recycle cathode materials from spent lithium nickel-cobalt-manganese oxide (LNCM) batteries is proposed. Firstly, a molten cryolite-based electrolyte is used to decompose the microstructure of spent LIB cathode material, releasing valuable lithium element into the electrolyte, which can be used in aluminum electrolysis industry. As nickel-cobalt-manganese oxides have low solubilities in the cryolite-based electrolyte, they sink to the bottom of the molten electrolyte, which is then cooled down, forming an upper and lower layer. Lithium element can be quickly and conveniently separated from nickel-cobalt-manganese oxides, which are enriched in the lower layer of the electrolyte. Then, a hydrochloric acid solution is used to leach nickel-cobalt-manganese components from the lower layer of the cryolite-based electrolyte. The effects of acid concentration, liquid-solid ratio, and temperature on the leaching process are investigated through single factor experiments. The highest leaching rates of nickel, cobalt, and manganese elements reach 99.47%, 98.94%, and 98.27%, respectively. By using NaOH + NH3·H2O to adjust the pH of the leaching solution, coprecipitation of nickel, cobalt, and manganese elements occur, producing a hydroxide precursor and resulting in recovery rates of over 99%. The recycled hydroxide precursor and new lithium source are then roasted to regenerate an LNCM811 cathode material, which has a layered microstructure and is assembled into a battery. Test results show that the battery has a discharge capacity of 200.8 mAh·g−1 initially and 170.4 mAh·g−1 after 100 cycles. ";"2024-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652624032050";"3";"Batteries"
"10.1016/j.jclepro.2024.143746";"Mechanism of high content Mn & Ni synchronous stable solidification in Fe-spinel glass-ceramics from battery slag ";" New-energy industry produce large amount of emerging high-speed battery jarosite slag, containing Mn and Ni, which is large in quantity and harmful. Harmless treatment is in urgent need. We research on the curing mechanism of heavy metals migration and transformation during phase via iron clusters transformation in glass-ceramics. Based on first-principles and density functional theory, regulating electronic structure of Mn2+ and Ni2+ by Cr3+. After clarifying the interaction among curing compatibility, capacity and stability, the structure-activity relationship among electronic & molecular structure and leaching concentration of heavy metals was established. The results show that CaNiSi2O6 is difficult to cure Ni2+, the formation of iron clusters promotes the conversion of multiphase to Fe-Spinel A; Mn2+, Ni2+ went into the octahedron in Fe-Spinel A cannot be stabilized; Cr3+ promotes migration of Mn2+, Ni2+ into the tetrahedral, turning Fe-Spinel A into Fe-Spinel B, improves curing compatibility of Mn2+, Ni2+; Cr3+ also adjust the bond structure, which enhances solid solution attraction to Mn2+ and Ni2+, and capacity of Mn2+ and Ni2+ increases from 19%, 30%–147%, 195%; improving compatibility and capacity of Fe-Spinel reduces leaching concentration of Mn2+ and Ni2+ from 1.32, 0.51 mg/L to 0.48, 0.03 mg/L. This work realizes the harmless disposal of recycling Mn- and Ni-rich battery slag. The solidified body can also be reused as eco-friendly resource. ";"2024-10-15";"https://www.sciencedirect.com/science/article/pii/S0959652624031950";"0";"Batteries"
"10.1016/j.jclepro.2024.143625";"Recycling of spent lithium iron phosphate battery cathode materials: A review ";" With the new round of technology revolution and lithium-ion batteries decommissioning tide, how to efficiently recover the valuable metals in the massively spent lithium iron phosphate batteries and regenerate cathode materials has become a critical problem of solid waste reuse in the new energy industry. In this paper, we review the hazards and value of used lithium iron phosphate batteries and evaluate different recycling technologies in recent years from the perspectives of process feasibility, environment, and economy, including traditional processes such as mechanical milling, magnetic separation, and flotation, as well as pyrometallurgical and hydrometallurgical processes. This paper also introduces the highly promising salt electrolysis and direct regeneration restoration technologies, and we pay special attention to simple and efficient new methods for lithium replenishment restoration, which will provide new insights for a wide range of researchers to implement in-depth experiments. ";"2024-10-05";"https://www.sciencedirect.com/science/article/pii/S0959652624030749";"21";"Batteries"
"10.1016/j.jclepro.2024.143422";"Use of the organic fraction from recycled alkaline batteries in the manufacture of LECAs: Experimental and Environmental Assessment";"The industrial alkaline battery recycling process produces an organic fraction (OF) consisting of waste paper, plastic and cardboard. Currently, this OF is used for energy recovery, given the absence of a successful alternative recycling approach, attributed to its contamination and limited economic value. This study explored the valorisation of the organic fraction derived from the recycling of alkaline batteries as a foaming agent in the production of lightweight expanded clay aggregates (LECAs). The OF, was mixed with red stoneware atomized paste (RSAP) in varying proportions (5–30 wt%) and fired at temperatures between 1000 and 1200 °C. The volumetric expansion, density, and compressive strength of the resulting aggregates were determined via mineralogical and microstructural characterization. The results indicate the organic fraction's suitability as an expansion agent, particularly at 1200 °C with 5–15 wt% inclusion, showcasing density (0.65–0.75 g/cm3) and compressive strength (1.34–1.39 MPa) comparable to commercial expanded clays. The microstructural analysis revealed the formation of rounded pores, influenced by the firing temperature and OF content. A Life Cycle Assessment (LCA) compared the environmental impacts of this process with traditional LECA manufacturing, highlighting the potential environmental benefits of using recycled battery waste. This study marks the first incorporation of this battery waste residue into LECA manufacturing, providing valuable insights into its environmental implications and paving the way for sustainable waste management practices.";"2024-10-05";"https://www.sciencedirect.com/science/article/pii/S0959652624028713";"0";"Batteries"
"10.1016/j.jclepro.2024.143385";"Dynamic decisions of the manufacturer-led closed-loop supply chain considering altruistic behavior in EV battery ";" Behavioral studies have found that altruism can affect the decision of Closed-Loop Supply Chain (CLSC) significantly. Altruistic behaviors on optimal decision-making in dynamic environments are challenging problems. To solve these difficulties, we individually propose three types of cases and using differential game theory and Bellman theory: (a) a manufacturer behaving altruistically to third-party recyclers; (b) one manufacturer cooperating with other participants to have altruism; (c) the manufacturer collaborating with other participants to behave non-altruistically. We conduct optimal dynamic decisions for participants associated with quality of EV batteries, further explore the rule of time evolution considering altruistic behavior. We find three interesting results as follows: altruistic behavior of the manufacturer is advantageous to profitability of CLSC especially when it cooperates with a retailer and one of third-party recyclers. Altruistic behavior of the manufacturer is a behavior of “profit transferring” and moderate altruistic behavior is conducive to the profitability of CLSC and cooperation motivates activity of recycling. In dynamic situations, quality level of EV batteries is polarized. When the manufacturer has altruistic behavior to one or two third-party recyclers, long-term development of CLSC is affected by the deterioration of quality level of EV batteries. ";"2024-09-25";"https://www.sciencedirect.com/science/article/pii/S0959652624028348";"1";"Batteries"
"10.1016/j.jclepro.2024.143462";"Exploring the willingness and evolutionary process of public participation in community shared energy storage projects: Evidence from four first-tier cities in China ";" Community shared energy storage projects (CSES) are a key initiative for maintaining grid stability in the process of advancing the low-carbon transition of energy systems. Understanding the public's willingness to participate is fundamental to CSES implementation and promotion. However, limited research has focused on this topic. This study investigated the public's willingness to participate in CSES, based on an extended technology acceptance model, and used social network modeling to explore the evolutionary process of public participation in CSES under different policy combination scenarios. Empirical data were obtained from online questionnaire surveys in four first-tier cities in China (N = 1276). The results show that (1) the majority (approximately 71.48%) of residents have a higher willingness to participate in CSES, but their willingness to invest in it is lower (22.32 yuan/month). Residents with lower willingness mainly believed that they should not pay extra maintenance and management fees for energy storage equipment, followed by concerns about the safety of this equipment. (2) Economic benefits, functional value, risk affordability, peer influence, and personal altruism are the determining factors that affect public participation in CSES. (3) Social interaction is beneficial for information transmission, thereby reducing the cognitive differences among the public regarding CSES. (4) The “economic incentive and mandatory” policy combination has significantly increased the proportion of public participation in CSES, but there is psychological resistance from the public toward policy implementation in the early stages. The “economic incentive and publicity” policy combination can promote public participation in CSES slightly. The combination of economic incentives, mandatory policies, and publicity policies has a synergistic effect. These findings provide new insights for application research in energy technology innovation. ";"2024-09-25";"https://www.sciencedirect.com/science/article/pii/S0959652624029111";"9";"Batteries"
"10.1016/j.jclepro.2024.143499";"Resources, energy consumption and economic analysis for flame synthesis of ternary cathode materials ";" Cathode materials account for around one third of the manufacturing cost of lithium-ion battery, which are the major factor preventing the wider applications of power battery packs. Flame synthesis (FS) is a new manufacturing technology of nanostructured materials with few equipment and high efficiency, which potentially can substantially bring down the manufacturing cost of cathode materials. The primary objective of the present study was to quantitatively evaluate the resources, energy consumption and economic feasibility of large-scale production of cathode materials though FS. In the analysis process, the mass flow of reactants and resultants as well as the minimum cathode material selling price (MCSP) of ternary cathode material LiNi x Co y Mn(1-x-y)O2 (x + y + z = 1) produced by FS were calculated, and compared with that of the conventional hydroxide co-precipitation method. Results show that the production of ternary cathode material through FS can reduce CO2 emissions by ∼60% and water consumption by ∼30%. MCSP of LiNi0.5Co0.2Mn0.3O2 (NCM523), LiNi0.6Co0.2Mn0.2O2 (NCM622), and LiNi0.8Co0.1Mn0.1O2 (NCM811) produced by FS are 224.8 k¥/t, 235.1 k¥/t, 240.0 k¥/t, which respectively are about 2%, 10% and 14% lower than the average selling prices in Chinese market, indicating that FS is economically feasible for producing ternary cathode materials. Particularly, for the production of high-nickel cathode materials, FS has notable potential in simplifying the production process and manufacturing costs. Sensitivity analysis of NCM811 produced by FS shows that when raw material price, fuel and power costs are reduced by 25%, MCSP can be as low as 186.4 k¥/t. When the metal cation concentration of the solution increases to 3.2 mol/L, it enables FS to meet the most rigorous energy consumption limitation standards in China. When the lithium excess is reduced from 10% to 5%, MCSP of NCM811 can be further reduced by 5.6 k¥/t, indicating that lithium loss due to high temperatures in FS is a moderate factor for reducing the manufacturing cost. Finally, this work presents a life cycle assessment (LCA) of NCM materials produced by FS in China. Comparison to the global warming potential (GWP) of the co-precipitation method in the literature indicated that GWP of FS is lower. ";"2024-09-25";"https://www.sciencedirect.com/science/article/pii/S0959652624029482";"6";"Batteries"
"10.1016/j.jclepro.2024.143418";"Designing a multi-level reverse logistics network for waste batteries of electric vehicles under uncertainty—A case study in the Yangtze River Delta Urban Agglomerations of China ";" As a breakthrough for alleviating the impact of the energy crisis and improving the environment, the electric vehicle (EV) industry is entering a period of rapid development. The growth of this industry is expected to lead to a dramatic increase in the quantity of end-of-life EV traction batteries in the future, posing significant challenges to environmental pollution and the sustainable development of the EV industry. This study addresses the cascade utilization and uncertainties of waste batteries, by incorporating the development weight of the match degree between urban commercial environments and facility development, proposes a fuzzy chance constrained programming model for the design of multi-level reverse logistics network (RLN) for retired EV batteries. The objective is to minimize network costs and carbon emissions, determining optimal facility locations and transportation distribution schemes. The mathematical model is validated through a real case study in the Yangtze River Delta Urban Agglomerations in China, and sensitivity analysis is conducted to explore the impact of various influencing factors on network design. The results indicate that the development weight significantly influence facility location decisions, while the quantity and quality of battery recycling have a substantial impact on the operational quantities of network facilities at different levels. ";"2024-09-25";"https://www.sciencedirect.com/science/article/pii/S0959652624028671";"3";"Batteries"
"10.1016/j.jclepro.2024.143435";"A grave-to-cradle analysis of lithium-ion battery cathode materials using material and energy circularity indicators";"The future demands for lithium-ion batteries required for powering the electrification transition in transportation and energy storage will lead to vast amounts of waste, demanding proper end-of-life strategies. As various recycling routes are continuously developed to address this issue, a significant challenge is the fair comparison of processes entailing different unit operations and transformation stages. Indeed, the choice of metallurgical or direct recycling routes results in diverse materials flows and energy demands. To allow a suitable comparison between technologies, this work presents a grave-to-cradle analysis of cathode materials (i.e., lithium cobalt oxide) considering three recycling processes representative of the most popular routes (i.e., pyrometallurgical, hydrometallurgical, and direct recycling). Unlike previously published works, a system-level analysis of both material recovery and energy preservation was carried out using statistical entropy and exergy analysis, respectively. Furthermore, comparison of processes using exentropy, a recently proposed circularity parameter combining both material recovery and energy preservation, was performed for the first time. The results highlight the need of a robust multidimensional analysis of processes to properly determine their suitability according to the needs of the circular economy. When materials and energy preservation were analyzed independently, two different routes were identified as optimal. The need of a robust multidimensional analysis of processes to properly account for the goals of the circular economy is thus highlighted. Exentropy analysis suggested that direct recycling provides the optimum alternative in terms of energy utilization for the recovery of materials.";"2024-09-15";"https://www.sciencedirect.com/science/article/pii/S0959652624028841";"3";"Batteries"
"10.1016/j.jclepro.2024.143432";"A novel and cost-effective model for cloud energy storage based on a dual storage setup in active distribution grid with resilience consideration ";" The rising occurrences of natural disasters, terrorist actions, and cyber-attacks that result in extensive, long-lasting, and expensive disruptions have necessitated a shift in focus towards the resilience of electrical grids for network operators. However, the task of designing a resilient network remains complex and costly. One potential solution to bolster resilience is the deployment of battery energy storage devices on the consumer side, known as distributed energy systems (DES). Despite its effectiveness, the high construction costs and lengthy payback period associated with investing in energy storage devices have led consumers to exhibit reluctance in adopting them. Cloud energy storage (CES) is an innovative and cost-effective solution to address those challenges. In the CES platform, investors install storage facilities in the network which can be rented by consumers to fulfill their needs and they become holders of the virtual batteries. By adopting this approach, consumers are relieved from the burden of maintenance, repair, and installation. While a single CES facility offers reduced costs and increased comfort for consumers, it compromises the resilience of the grid when compared to the Distributed Energy Storage (DES) mechanism. In order to bridge this gap, this paper proposes a dual CES model which serves as an intermediate solution between DES and single CES. The dual CES model strikes a balance between the resilience of the grid and cost-effectiveness. It provides a higher level of resilience compared to a single CES and a lower level compared to DES. Additionally, the costs associated with the dual CES model fall between that of a single CES and DES. This model not only increases the profit margin for investors but also enhances the overall comfort and well-being of consumers compared to the single CES. To validate the proposed model, a Mixed Integer Linear Programming (MILP) problem is formulated and simulated on the IEEE 33 bus network. Three cases are considered: DES, single CES, and dual CES. The results indicate that the dual CES reduces consumers' costs by 28 %, losses by 27 %, unsupplied load costs by 45 %, and return on investment by 33 %. Moreover, it increases the stability margin time by 2 intervals and improves robustness by 47 %. ";"2024-09-15";"https://www.sciencedirect.com/science/article/pii/S0959652624028816";"1";"Batteries"
